1403292394,f00000.jpg,315.8,179.1
1403292394,f00001.jpg,302.4,219.8
1403292394,f00002.jpg,283.6,255.7
1403292394,f00003.jpg,304.2,206.9
1403292394,f00004.jpg,313.5,203
1403292394,f00005.jpg,286.6,251.7
1403292394,f00006.jpg,294.5,238.5
1403292394,f00007.jpg,318.6,198.2
1403292394,f00008.jpg,298.4,245.2
1403292394,f00009.jpg,286.1,253.2
1403292394,f00010.jpg,299.8,219.1
1403292394,f00011.jpg,310.7,212.4
1403292394,f00012.jpg,293.7,248.9
1403292394,f00013.jpg,293.7,239.9
1403292394,f00014.jpg,304.6,222.2
1403292394,f00015.jpg,304.8,217.1
1403292394,f00016.jpg,300.2,218.4
1403292394,f00017.jpg,304.1,219.2
1403292394,f00018.jpg,303.2,218.4
1403292394,f00019.jpg,300.2,216.4
1403292394,f00020.jpg,300.3,218.6
1403292394,f00021.jpg,301.3,216.6
1403292394,f00022.jpg,301.4,215.8
1403292394,f00023.jpg,300.8,215.6
1403292394,f00024.jpg,301.4,214.3
1403292394,f00025.jpg,301.4,213.8
1403292394,f00026.jpg,300.8,213.6
1403292394,f00027.jpg,301,213
1403292394,f00028.jpg,300.8,212.6
1403292394,f00029.jpg,301,213.5
1403292394,f00030.jpg,300.7,212.4
1403292394,f00031.jpg,301,212
1403292394,f00032.jpg,301.4,211.8
1403292394,f00033.jpg,300.4,211.8
1403292394,f00034.jpg,300.2,213.4
1403292394,f00035.jpg,300.4,211.8
1403292394,f00036.jpg,300.8,210.6
1403292394,f00037.jpg,300.2,211.4
1403292394,f00038.jpg,300.5,210.5
1403292394,f00039.jpg,300.6,210.2
1403292394,f00040.jpg,300.8,210.6
1403292394,f00041.jpg,300.8,209.6
1403292394,f00042.jpg,301,210
1403292394,f00043.jpg,300.721,209.368
1403292394,f00044.jpg,301,209.5
1403292394,f00045.jpg,301,209
1403292394,f00046.jpg,300.8,208.6
1403292394,f00047.jpg,301.2,208.4
1403292394,f00048.jpg,301.4,208.3
1403292394,f00049.jpg,301.5,208
1403292394,f00050.jpg,302.2,206.9
1403292394,f00051.jpg,302.4,206.8
1403292394,f00052.jpg,302.4,206.3
1403292394,f00053.jpg,303,206
1403292394,f00054.jpg,302.4,206.3
1403292394,f00055.jpg,302.4,206.3
1403292395,f00056.jpg,303,205.5
1403292395,f00057.jpg,302.8,206.1
1403292395,f00058.jpg,302.6,206.2
1403292395,f00059.jpg,303,205.5
1403292395,f00060.jpg,302.6,205.7
1403292395,f00061.jpg,303,205.5
1403292395,f00062.jpg,303.4,205.3
1403292395,f00063.jpg,303.2,205.4
1403292395,f00064.jpg,303.4,205.3
1403292395,f00065.jpg,303.2,204.9
1403292395,f00066.jpg,303.8,205.1
1403292395,f00067.jpg,303.8,204.6
1403292395,f00068.jpg,303.8,204.6
1403292395,f00069.jpg,304,204.5
1403292395,f00070.jpg,304,204.5
1403292395,f00071.jpg,304,204.5
1403292395,f00072.jpg,304,204.5
1403292395,f00073.jpg,304.2,204.4
1403292395,f00074.jpg,304.1,204.2
1403292395,f00075.jpg,304.2,204.4
1403292395,f00076.jpg,304.2,204.4
1403292395,f00077.jpg,304.2,204.4
1403292395,f00078.jpg,303.808,203.961
1403292395,f00079.jpg,304.4,203.8
1403292395,f00080.jpg,304.4,203.8
1403292395,f00081.jpg,304.2,203.9
1403292395,f00082.jpg,304.2,203.9
1403292395,f00083.jpg,304.4,203.8
1403292395,f00084.jpg,304.4,203.8
1403292395,f00085.jpg,304.4,203.8
1403292395,f00086.jpg,304.4,203.8
1403292395,f00087.jpg,304.4,203.8
1403292395,f00088.jpg,304.4,203.8
1403292395,f00089.jpg,304.4,203.8
1403292395,f00090.jpg,304.4,203.8
1403292395,f00091.jpg,304.4,203.8
1403292395,f00092.jpg,304.4,203.8
1403292395,f00093.jpg,304.4,203.8
